degree,specialization,cgpa,internship,projects,skills,job_role
B.Tech CS,Software Engineering,6.38,Yes,6,"Networking, Cyber Security, Linux, Firewalls, C++, Communication",Cyber Security Analyst
M.Tech CS,Networking,7.37,No,0,"Figma, Adobe XD, UI, UX, JavaScript, Security",UI/UX Designer
MCA,Cloud Computing,7.54,No,8,"Figma, Adobe XD, UI, UX, Azure, Scrum",UI/UX Designer
M.Tech CS,Data Science,6.23,Yes,10,"Linux, Windows Server, Networking, UX, Testing",System Administrator
BCA,Cloud Computing,5.9,No,0,"Excel, Power BI, SQL, Communication, Windows Server, TensorFlow",Business Analyst
MBA,Cloud Computing,7.67,No,2,"Python, Machine Learning, TensorFlow, Scikit-learn, UI, Testing",ML Engineer
B.Sc Computer Science,Cloud Computing,9.16,Yes,5,"HTML, CSS, JavaScript, React, UI/UX, React Native, Security",Frontend Developer
MCA,AI & ML,7.53,No,4,"Docker, Kubernetes, CI/CD, AWS, Linux, Scikit-learn, Agile",DevOps Engineer
M.Sc CS,Networking,9.25,No,4,"Java, Kotlin, Swift, React Native, Node.js, Python",Mobile Developer
B.Sc Computer Science,Data Science,7.49,Yes,10,"Excel, Power BI, SQL, Communication, HTML, CSS",Business Analyst
M.Tech CS,Cybersecurity,6.78,No,7,"AWS, Azure, GCP, Docker, Adobe XD, Kubernetes",Cloud Engineer
M.Tech CS,Data Science,8.03,Yes,0,"Docker, Kubernetes, CI/CD, AWS, Linux, Leadership, React Native",DevOps Engineer
MBA,Networking,7.62,No,0,"Python, SQL, Excel, Power BI, MySQL, Testing",Data Analyst
B.Tech IT,Software Engineering,5.5,No,3,"HTML, CSS, JavaScript, React, UI/UX, Windows Server, Question/Answer",Frontend Developer
MBA,AI & ML,5.63,Yes,2,"Selenium, Testing, Automation, Git, Linux, Leadership",QA/Test Engineer
B.Tech IT,Cloud Computing,7.2,No,6,"HTML, CSS, JavaScript, React, Node.js, Git, Linux, Scikit-learn",Full Stack Developer
B.Tech CS,Networking,7.02,Yes,9,"Agile, Leadership, Communication, Roadmaps, React Native, TensorFlow",Product Manager
MCA,Web Development,8.12,Yes,7,"Agile, Scrum, Leadership, Planning, Pandas, Git",Project Manager
BCA,Data Science,8.83,Yes,2,"Java, Kotlin, Swift, React Native, Communication, Scikit-learn",Mobile Developer
B.Tech IT,Networking,8.92,Yes,6,"Troubleshooting, Windows Server, Question/Answer, Linux, UX",IT Support Specialist
B.Tech CS,Mobile Development,6.59,No,0,"Excel, Power BI, SQL, Communication, UI, Statistics",Business Analyst
B.Tech IT,Web Development,5.76,Yes,4,"Python, Machine Learning, TensorFlow, Scikit-learn, Selenium, HTML",ML Engineer
MBA,AI & ML,8.11,Yes,3,"Excel, Power BI, SQL, Communication, Adobe XD, Selenium",Business Analyst
B.Sc Computer Science,AI & ML,9.68,No,5,"HTML, CSS, JavaScript, React, Node.js, Git, Leadership, Planning",Full Stack Developer
M.Sc CS,Mobile Development,8.12,Yes,8,"Docker, Kubernetes, CI/CD, AWS, Linux, Security, Node.js",DevOps Engineer
M.Sc CS,Mobile Development,9.03,Yes,9,"HTML, CSS, JavaScript, React, Node.js, Git, Power BI, Testing",Full Stack Developer
B.Tech CS,Software Engineering,7.74,Yes,3,"Python, SQL, Excel, Power BI, JavaScript, Machine Learning",Data Analyst
BCA,Web Development,9.62,No,7,"Figma, Adobe XD, UI, UX, Swift, Docker",UI/UX Designer
MBA,Cybersecurity,8.92,Yes,7,"Agile, Scrum, Leadership, Planning, Machine Learning, MySQL",Project Manager
M.Sc CS,Mobile Development,5.64,No,1,"Python, SQL, Excel, Power BI, Swift, Scikit-learn",Data Analyst
MCA,Networking,6.43,Yes,2,"AWS, Azure, GCP, Docker, Python, NoSQL",Cloud Engineer
B.Tech CS,AI & ML,8.8,No,8,"Networking, Security, Linux, MySQL, Question/Answer",Network Administrator
MBA,Data Science,7.07,Yes,5,"Linux, Windows Server, Networking, Node.js, Planning",System Administrator
B.Sc Computer Science,AI & ML,7.84,No,3,"Selenium, Testing, Automation, Git, CSS, HTML",QA/Test Engineer
MBA,Data Science,9.85,Yes,9,"Networking, Cyber Security, Linux, Firewalls, Oracle, Leadership",Cyber Security Analyst
M.Sc CS,Web Development,8.89,Yes,8,"Linux, Windows Server, Networking, REST API, Java",System Administrator
B.Tech IT,Networking,7.44,Yes,10,"Linux, Windows Server, Networking, TensorFlow, CI/CD",System Administrator
MCA,Software Engineering,8.88,No,8,"Node.js, Python, Java, SQL, REST API, Kubernetes, Communication",Backend Developer
B.Tech IT,Networking,9.18,No,8,"Python, Java, C++, DSA, Git, JavaScript, Roadmaps",Software Developer
MBA,Mobile Development,6.19,No,1,"Python, SQL, Excel, Power BI, REST API, Agile",Data Analyst
M.Sc CS,Mobile Development,7.8,Yes,5,"Agile, Leadership, Communication, Roadmaps, Networking, Adobe XD",Product Manager
MCA,Networking,8.25,Yes,5,"Agile, Leadership, Communication, Roadmaps, DSA, Excel",Product Manager
B.Tech CS,Data Science,8.08,Yes,7,"Networking, Security, Linux, Selenium, React Native",Network Administrator
MBA,Web Development,6.51,No,7,"HTML, CSS, JavaScript, React, Node.js, Git, Communication, Question/Answer",Full Stack Developer
BCA,Cybersecurity,9.45,Yes,1,"Figma, Adobe XD, UI, UX, Security, Linux",UI/UX Designer
MCA,Web Development,9.49,Yes,10,"Selenium, Testing, Automation, Git, Planning, Question/Answer",QA/Test Engineer
MBA,Cybersecurity,6.16,No,4,"Agile, Leadership, Communication, Roadmaps, Scikit-learn, Networking",Product Manager
MCA,Web Development,6.4,Yes,2,"Docker, Kubernetes, CI/CD, AWS, Linux, Testing, SQL",DevOps Engineer
B.Tech IT,Networking,9.71,Yes,2,"Python, SQL, Excel, Power BI, GCP, MySQL",Data Analyst
M.Sc CS,Networking,6.19,Yes,5,"Java, Kotlin, Swift, React Native, CSS, Agile",Mobile Developer
M.Tech CS,Cybersecurity,7.28,No,3,"Troubleshooting, Windows Server, Question/Answer, Leadership, Figma",IT Support Specialist
M.Tech CS,Cloud Computing,6.64,Yes,8,"Linux, Windows Server, Networking, UI, SQL",System Administrator
BCA,Cybersecurity,8.82,Yes,2,"SQL, Oracle, MySQL, NoSQL, Kubernetes, Agile",Database Administrator
M.Sc CS,Cloud Computing,6.15,Yes,10,"Python, Machine Learning, TensorFlow, Scikit-learn, Node.js, Statistics",ML Engineer
B.Sc Computer Science,Networking,8.25,Yes,7,"Python, Pandas, Machine Learning, SQL, Statistics, CSS, UI",Data Scientist
MBA,Mobile Development,6.26,Yes,3,"HTML, CSS, JavaScript, React, Node.js, Git, Security, Automation",Full Stack Developer
MCA,Cybersecurity,6.27,Yes,6,"HTML, CSS, JavaScript, React, UI/UX, Oracle, NoSQL",Frontend Developer
B.Tech IT,AI & ML,6.19,No,9,"Node.js, Python, Java, SQL, REST API, MySQL, CI/CD",Backend Developer
B.Tech IT,Web Development,7.27,No,9,"Python, Pandas, Machine Learning, SQL, Statistics, HTML, React Native",Data Scientist
MBA,Mobile Development,6.99,Yes,0,"Linux, Windows Server, Networking, Scrum, CSS",System Administrator
M.Sc CS,Software Engineering,6.13,No,6,"Node.js, Python, Java, SQL, REST API, Networking, Automation",Backend Developer
MCA,Cybersecurity,9.75,No,5,"Agile, Leadership, Communication, Roadmaps, Security, UX",Product Manager
M.Tech CS,Cybersecurity,8.35,No,4,"Node.js, Python, Java, SQL, REST API, Scikit-learn, TensorFlow",Backend Developer
MBA,Web Development,8.37,No,0,"SQL, Oracle, MySQL, NoSQL, TensorFlow, AWS",Database Administrator
MBA,AI & ML,9.77,Yes,6,"Agile, Leadership, Communication, Roadmaps, Azure, UI",Product Manager
BCA,Web Development,6.23,No,1,"Selenium, Testing, Automation, Git, REST API, AWS",QA/Test Engineer
B.Tech CS,Mobile Development,7.12,No,2,"Agile, Leadership, Communication, Roadmaps, Python, Testing",Product Manager
B.Sc Computer Science,Software Engineering,8.99,No,10,"AWS, Azure, GCP, Docker, Cyber Security, Networking",Cloud Engineer
M.Sc CS,Data Science,8.76,No,4,"Agile, Scrum, Leadership, Planning, UI/UX, MySQL",Project Manager
M.Sc CS,Data Science,7.6,No,4,"Agile, Scrum, Leadership, Planning, HTML, Troubleshooting",Project Manager
MBA,Data Science,5.72,Yes,5,"HTML, CSS, JavaScript, React, UI/UX, Question/Answer, Networking",Frontend Developer
MCA,Software Engineering,9.15,No,5,"Python, Pandas, Machine Learning, SQL, Statistics, CI/CD, HTML",Data Scientist
M.Sc CS,Mobile Development,8.82,Yes,0,"Troubleshooting, Windows Server, Question/Answer, React Native, Oracle",IT Support Specialist
M.Sc CS,Mobile Development,6.11,No,7,"Troubleshooting, Windows Server, Question/Answer, Testing, GCP",IT Support Specialist
MBA,Mobile Development,8.96,Yes,7,"Java, Kotlin, Swift, React Native, Scikit-learn, TensorFlow",Mobile Developer
MCA,Mobile Development,9.53,No,9,"Linux, Windows Server, Networking, DSA, MySQL",System Administrator
MBA,Cloud Computing,8.16,No,9,"Networking, Cyber Security, Linux, Firewalls, Azure, UX",Cyber Security Analyst
BCA,Cloud Computing,6.61,No,5,"Python, Pandas, Machine Learning, SQL, Statistics, Firewalls, Security",Data Scientist
B.Tech IT,Software Engineering,8.23,Yes,7,"Python, SQL, Excel, Power BI, Linux, UI",Data Analyst
MCA,Software Engineering,9.56,No,10,"HTML, CSS, JavaScript, React, Node.js, Git, Kotlin, Pandas",Full Stack Developer
B.Tech IT,Cloud Computing,7.53,No,2,"Excel, Power BI, SQL, Communication, Git, CI/CD",Business Analyst
B.Tech IT,Networking,7.16,No,0,"Java, Kotlin, Swift, React Native, TensorFlow, Roadmaps",Mobile Developer
B.Sc Computer Science,Mobile Development,9.83,Yes,4,"Selenium, Testing, Automation, Git, Roadmaps, Java",QA/Test Engineer
MBA,Software Engineering,9.37,Yes,2,"SQL, Oracle, MySQL, NoSQL, AWS, UI/UX",Database Administrator
B.Tech IT,Networking,7.3,No,9,"AWS, Azure, GCP, Docker, JavaScript, Linux",Cloud Engineer
M.Sc CS,Software Engineering,8.39,No,6,"Selenium, Testing, Automation, Git, UI/UX, DSA",QA/Test Engineer
MBA,Cybersecurity,8.15,No,8,"Java, Kotlin, Swift, React Native, SQL, Roadmaps",Mobile Developer
B.Tech CS,Cybersecurity,6.59,No,5,"SQL, Oracle, MySQL, NoSQL, Linux, Scrum",Database Administrator
MCA,Cloud Computing,9.4,No,1,"Networking, Security, Linux, Machine Learning, Power BI",Network Administrator
BCA,AI & ML,8.62,Yes,4,"Linux, Windows Server, Networking, C++, React",System Administrator
MCA,AI & ML,7.12,Yes,6,"AWS, Azure, GCP, Docker, Scrum, NoSQL",Cloud Engineer
M.Sc CS,Mobile Development,8.42,No,0,"Agile, Scrum, Leadership, Planning, Communication, TensorFlow",Project Manager
BCA,Networking,7.96,Yes,3,"Excel, Power BI, SQL, Communication, UX, Agile",Business Analyst
B.Tech IT,Mobile Development,6.21,No,0,"Figma, Adobe XD, UI, UX, Automation, Excel",UI/UX Designer
B.Sc Computer Science,Web Development,5.99,No,9,"Python, SQL, Excel, Power BI, Azure, JavaScript",Data Analyst
B.Tech CS,Cloud Computing,9.77,Yes,10,"Networking, Security, Linux, CI/CD, AWS",Network Administrator
M.Tech CS,Software Engineering,9.8,Yes,8,"HTML, CSS, JavaScript, React, UI/UX, TensorFlow, AWS",Frontend Developer
B.Tech IT,Networking,5.69,Yes,7,"Agile, Scrum, Leadership, Planning, Selenium, Statistics",Project Manager
B.Tech IT,Networking,7.32,Yes,6,"Selenium, Testing, Automation, Git, Power BI, CI/CD",QA/Test Engineer
M.Tech CS,Web Development,6.51,Yes,7,"Agile, Scrum, Leadership, Planning, UI, Azure",Project Manager
M.Sc CS,AI & ML,7.09,Yes,6,"HTML, CSS, JavaScript, React, UI/UX, Kotlin, Windows Server",Frontend Developer
B.Tech IT,AI & ML,5.99,No,5,"Agile, Leadership, Communication, Roadmaps, Excel, AWS",Product Manager
M.Tech CS,Web Development,5.51,No,10,"Python, SQL, Excel, Power BI, Oracle, CSS",Data Analyst
B.Tech IT,Cloud Computing,8.68,Yes,1,"Excel, Power BI, SQL, Communication, Machine Learning, HTML",Business Analyst
MCA,Data Science,5.93,Yes,3,"Networking, Cyber Security, Linux, Firewalls, Git, React",Cyber Security Analyst
MCA,Software Engineering,5.6,Yes,2,"AWS, Azure, GCP, Docker, Firewalls, UI",Cloud Engineer
MBA,Data Science,5.93,No,5,"Troubleshooting, Windows Server, Question/Answer, Testing, Automation",IT Support Specialist
B.Tech IT,Software Engineering,6.37,Yes,4,"Selenium, Testing, Automation, Git, Networking, Machine Learning",QA/Test Engineer
BCA,Cloud Computing,9.66,Yes,9,"Python, Machine Learning, TensorFlow, Scikit-learn, Kubernetes, Node.js",ML Engineer
B.Tech CS,Cybersecurity,6.51,No,3,"Python, SQL, Excel, Power BI, Firewalls, NoSQL",Data Analyst
B.Sc Computer Science,AI & ML,5.68,Yes,1,"Selenium, Testing, Automation, Git, Question/Answer, NoSQL",QA/Test Engineer
MCA,AI & ML,8.07,No,0,"Python, SQL, Excel, Power BI, Node.js, UI/UX",Data Analyst
B.Sc Computer Science,Networking,7.88,Yes,9,"Java, Kotlin, Swift, React Native, Agile, Selenium",Mobile Developer
B.Sc Computer Science,AI & ML,7.05,Yes,9,"HTML, CSS, JavaScript, React, UI/UX, Security, Automation",Frontend Developer
MBA,Software Engineering,8.39,No,3,"HTML, CSS, JavaScript, React, Node.js, Git, Docker, UX",Full Stack Developer
B.Sc Computer Science,Cloud Computing,6.12,Yes,6,"Figma, Adobe XD, UI, UX, Swift, Troubleshooting",UI/UX Designer
MBA,AI & ML,7.41,No,7,"Java, Kotlin, Swift, React Native, Firewalls, Node.js",Mobile Developer
B.Tech IT,Cloud Computing,9.57,No,7,"Troubleshooting, Windows Server, Question/Answer, UX, Firewalls",IT Support Specialist
B.Tech CS,Cloud Computing,7.21,No,0,"Linux, Windows Server, Networking, Node.js, TensorFlow",System Administrator
M.Tech CS,Networking,5.5,No,4,"HTML, CSS, JavaScript, React, UI/UX, DSA, Testing",Frontend Developer
MBA,Cloud Computing,5.66,Yes,10,"Linux, Windows Server, Networking, GCP, Scrum",System Administrator
B.Tech CS,Networking,6.59,No,4,"Docker, Kubernetes, CI/CD, AWS, Linux, Machine Learning, Power BI",DevOps Engineer
MCA,Cybersecurity,9.5,No,10,"Java, Kotlin, Swift, React Native, Git, Agile",Mobile Developer
M.Tech CS,Data Science,5.58,Yes,10,"Networking, Cyber Security, Linux, Firewalls, Pandas, Azure",Cyber Security Analyst
B.Sc Computer Science,Software Engineering,9.32,Yes,9,"Python, Pandas, Machine Learning, SQL, Statistics, NoSQL, C++",Data Scientist
MBA,Cloud Computing,7.74,No,3,"Java, Kotlin, Swift, React Native, Agile, Linux",Mobile Developer
B.Tech IT,Data Science,5.96,No,9,"Excel, Power BI, SQL, Communication, Troubleshooting, UI",Business Analyst
B.Tech CS,Data Science,5.79,No,5,"Networking, Cyber Security, Linux, Firewalls, GCP, Statistics",Cyber Security Analyst
B.Tech IT,Cloud Computing,6.26,No,7,"Docker, Kubernetes, CI/CD, AWS, Linux, Planning, Kotlin",DevOps Engineer
B.Sc Computer Science,Software Engineering,9.52,Yes,6,"Figma, Adobe XD, UI, UX, Java, Power BI",UI/UX Designer
BCA,Data Science,8.81,Yes,7,"AWS, Azure, GCP, Docker, Kubernetes, Firewalls",Cloud Engineer
M.Sc CS,Cybersecurity,6.52,Yes,6,"Troubleshooting, Windows Server, Question/Answer, Roadmaps, Linux",IT Support Specialist
B.Tech IT,Cloud Computing,7.41,Yes,6,"Networking, Cyber Security, Linux, Firewalls, Scikit-learn, Selenium",Cyber Security Analyst
M.Sc CS,Software Engineering,5.95,Yes,0,"Troubleshooting, Windows Server, Question/Answer, Power BI, REST API",IT Support Specialist
M.Tech CS,Cloud Computing,5.75,Yes,0,"Troubleshooting, Windows Server, Question/Answer, SQL, Statistics",IT Support Specialist
B.Sc Computer Science,Networking,6.68,Yes,1,"Docker, Kubernetes, CI/CD, AWS, Linux, Python, Git",DevOps Engineer
M.Tech CS,Networking,9.53,Yes,10,"SQL, Oracle, MySQL, NoSQL, CI/CD, DSA",Database Administrator
M.Sc CS,Software Engineering,8.26,No,1,"SQL, Oracle, MySQL, NoSQL, Kubernetes, Python",Database Administrator
B.Tech IT,Cybersecurity,6.39,Yes,4,"Agile, Leadership, Communication, Roadmaps, UI, Java",Product Manager
B.Tech IT,Mobile Development,6.45,No,9,"Agile, Leadership, Communication, Roadmaps, REST API, Java",Product Manager
MBA,Cloud Computing,6.0,No,10,"Agile, Leadership, Communication, Roadmaps, NoSQL, Statistics",Product Manager
MBA,Cloud Computing,6.06,No,4,"SQL, Oracle, MySQL, NoSQL, Communication, Kotlin",Database Administrator
B.Sc Computer Science,Software Engineering,8.58,Yes,1,"SQL, Oracle, MySQL, NoSQL, Swift, Agile",Database Administrator
MCA,Cloud Computing,5.79,No,6,"Python, Machine Learning, TensorFlow, Scikit-learn, Security, HTML",ML Engineer
B.Tech CS,Web Development,9.28,No,8,"Excel, Power BI, SQL, Communication, TensorFlow, AWS",Business Analyst
B.Tech CS,Software Engineering,7.93,Yes,3,"AWS, Azure, GCP, Docker, JavaScript, Java",Cloud Engineer
M.Tech CS,AI & ML,5.51,Yes,10,"Selenium, Testing, Automation, Git, NoSQL, Agile",QA/Test Engineer
B.Sc Computer Science,Networking,6.3,No,7,"Linux, Windows Server, Networking, MySQL, Oracle",System Administrator
BCA,Web Development,7.25,No,0,"Java, Kotlin, Swift, React Native, UI, Roadmaps",Mobile Developer
B.Tech IT,AI & ML,7.08,No,3,"Agile, Scrum, Leadership, Planning, C++, Kotlin",Project Manager
MCA,Web Development,9.37,Yes,8,"Excel, Power BI, SQL, Communication, Docker, DSA",Business Analyst
BCA,Web Development,7.69,Yes,6,"Node.js, Python, Java, SQL, REST API, Azure, Linux",Backend Developer
B.Sc Computer Science,AI & ML,9.06,Yes,8,"HTML, CSS, JavaScript, React, UI/UX, Node.js, Power BI",Frontend Developer
B.Sc Computer Science,Mobile Development,6.32,Yes,10,"Python, Pandas, Machine Learning, SQL, Statistics, C++, GCP",Data Scientist
M.Sc CS,Cloud Computing,6.52,Yes,4,"Networking, Security, Linux, Testing, Cyber Security",Network Administrator
B.Tech CS,Cybersecurity,9.66,No,3,"Agile, Scrum, Leadership, Planning, Troubleshooting, Oracle",Project Manager
B.Tech CS,Cybersecurity,5.52,Yes,10,"Excel, Power BI, SQL, Communication, CI/CD, Windows Server",Business Analyst
B.Tech CS,Data Science,8.05,No,5,"HTML, CSS, JavaScript, React, UI/UX, Firewalls, Networking",Frontend Developer
MBA,Cybersecurity,8.36,No,6,"Python, Pandas, Machine Learning, SQL, Statistics, Agile, Oracle",Data Scientist
M.Tech CS,Cloud Computing,5.76,Yes,8,"Excel, Power BI, SQL, Communication, React Native, JavaScript",Business Analyst
M.Sc CS,Cybersecurity,7.06,Yes,9,"Agile, Scrum, Leadership, Planning, Automation, React Native",Project Manager
B.Tech CS,Web Development,8.64,Yes,6,"SQL, Oracle, MySQL, NoSQL, Agile, Troubleshooting",Database Administrator
B.Sc Computer Science,Networking,6.94,No,5,"Networking, Security, Linux, Troubleshooting, Azure",Network Administrator
MCA,Mobile Development,6.45,No,6,"Excel, Power BI, SQL, Communication, Scikit-learn, Testing",Business Analyst
M.Sc CS,Mobile Development,8.43,Yes,8,"Linux, Windows Server, Networking, Pandas, Adobe XD",System Administrator
B.Tech IT,AI & ML,6.05,No,1,"Python, SQL, Excel, Power BI, HTML, Firewalls",Data Analyst
M.Tech CS,Networking,7.16,Yes,8,"HTML, CSS, JavaScript, React, Node.js, Git, Firewalls, Scikit-learn",Full Stack Developer
BCA,Mobile Development,6.81,No,3,"Agile, Leadership, Communication, Roadmaps, JavaScript, Statistics",Product Manager
B.Sc Computer Science,Cloud Computing,9.9,Yes,4,"SQL, Oracle, MySQL, NoSQL, Testing, UX",Database Administrator
M.Tech CS,Software Engineering,6.58,Yes,8,"Java, Kotlin, Swift, React Native, Docker, DSA",Mobile Developer
MCA,AI & ML,9.51,No,6,"Networking, Security, Linux, React Native, Excel",Network Administrator
BCA,Mobile Development,7.6,Yes,5,"AWS, Azure, GCP, Docker, Scikit-learn, UI",Cloud Engineer
B.Tech IT,Cloud Computing,8.52,Yes,6,"Python, Java, C++, DSA, Git, REST API, CI/CD",Software Developer
MCA,Software Engineering,9.26,No,10,"Selenium, Testing, Automation, Git, Python, DSA",QA/Test Engineer
M.Tech CS,Web Development,5.53,No,5,"Agile, Scrum, Leadership, Planning, Question/Answer, Scikit-learn",Project Manager
M.Sc CS,AI & ML,8.03,Yes,7,"HTML, CSS, JavaScript, React, Node.js, Git, GCP, UX",Full Stack Developer
MBA,Cybersecurity,5.52,Yes,2,"AWS, Azure, GCP, Docker, React, SQL",Cloud Engineer
B.Tech IT,Software Engineering,7.79,No,5,"Agile, Scrum, Leadership, Planning, Scikit-learn, Kubernetes",Project Manager
B.Sc Computer Science,Cloud Computing,8.93,Yes,2,"Excel, Power BI, SQL, Communication, DSA, React",Business Analyst
M.Sc CS,Cloud Computing,7.8,No,0,"HTML, CSS, JavaScript, React, UI/UX, Pandas, Adobe XD",Frontend Developer
B.Sc Computer Science,Cloud Computing,6.47,No,9,"Networking, Security, Linux, Azure, Adobe XD",Network Administrator
M.Sc CS,Software Engineering,6.08,No,3,"Docker, Kubernetes, CI/CD, AWS, Linux, Node.js, DSA",DevOps Engineer
B.Sc Computer Science,Mobile Development,7.92,No,10,"Python, SQL, Excel, Power BI, React, Windows Server",Data Analyst
MCA,Mobile Development,5.98,Yes,1,"Agile, Leadership, Communication, Roadmaps, UI, GCP",Product Manager
MCA,Cybersecurity,8.58,Yes,2,"Agile, Leadership, Communication, Roadmaps, Selenium, Windows Server",Product Manager
M.Tech CS,Cloud Computing,8.77,No,6,"Linux, Windows Server, Networking, MySQL, HTML",System Administrator
MBA,Cloud Computing,6.5,Yes,10,"Agile, Leadership, Communication, Roadmaps, MySQL, Planning",Product Manager
MBA,Mobile Development,6.77,No,7,"Troubleshooting, Windows Server, Question/Answer, Node.js, Machine Learning",IT Support Specialist
BCA,Mobile Development,6.28,No,10,"Selenium, Testing, Automation, Git, Figma, Python",QA/Test Engineer
B.Tech IT,Software Engineering,7.99,No,0,"Troubleshooting, Windows Server, Question/Answer, React Native, Planning",IT Support Specialist
M.Sc CS,Data Science,9.36,No,7,"Figma, Adobe XD, UI, UX, Planning, TensorFlow",UI/UX Designer
M.Tech CS,Web Development,7.31,Yes,8,"Troubleshooting, Windows Server, Question/Answer, Figma, React Native",IT Support Specialist
M.Sc CS,Software Engineering,6.33,No,7,"Python, Java, C++, DSA, Git, Windows Server, Scrum",Software Developer
B.Tech IT,Data Science,6.67,No,5,"Troubleshooting, Windows Server, Question/Answer, Kotlin, UX",IT Support Specialist
MBA,Networking,9.76,Yes,2,"Agile, Leadership, Communication, Roadmaps, Planning, Oracle",Product Manager
M.Sc CS,Data Science,5.89,Yes,10,"Docker, Kubernetes, CI/CD, AWS, Linux, Adobe XD, Kotlin",DevOps Engineer
BCA,Data Science,5.77,No,0,"Agile, Leadership, Communication, Roadmaps, Git, Oracle",Product Manager
B.Tech CS,Data Science,6.34,No,5,"Node.js, Python, Java, SQL, REST API, Automation, Adobe XD",Backend Developer
M.Tech CS,Web Development,7.29,Yes,10,"Python, Pandas, Machine Learning, SQL, Statistics, React Native, Security",Data Scientist
M.Tech CS,Networking,7.23,Yes,1,"Docker, Kubernetes, CI/CD, AWS, Linux, Automation, UX",DevOps Engineer
MBA,Networking,5.6,Yes,4,"Networking, Security, Linux, Selenium, Power BI",Network Administrator
BCA,Cloud Computing,9.58,Yes,8,"Networking, Cyber Security, Linux, Firewalls, TensorFlow, HTML",Cyber Security Analyst
BCA,Web Development,5.79,Yes,5,"Troubleshooting, Windows Server, Question/Answer, UI/UX, React",IT Support Specialist
BCA,Mobile Development,7.87,Yes,8,"Networking, Security, Linux, Docker, Scikit-learn",Network Administrator
B.Tech CS,Networking,6.26,Yes,7,"Linux, Windows Server, Networking, Communication, Planning",System Administrator
M.Sc CS,Software Engineering,7.39,Yes,3,"Excel, Power BI, SQL, Communication, Kotlin, CI/CD",Business Analyst
MCA,Networking,8.59,Yes,3,"Node.js, Python, Java, SQL, REST API, Azure, CSS",Backend Developer
M.Sc CS,Software Engineering,9.73,Yes,5,"HTML, CSS, JavaScript, React, UI/UX, Selenium, Node.js",Frontend Developer
B.Tech CS,Mobile Development,6.05,No,10,"Linux, Windows Server, Networking, Node.js, Java",System Administrator
MCA,Mobile Development,8.59,No,5,"Java, Kotlin, Swift, React Native, UI/UX, HTML",Mobile Developer
B.Tech CS,Data Science,6.52,Yes,5,"Excel, Power BI, SQL, Communication, Linux, Selenium",Business Analyst
BCA,Networking,6.64,Yes,4,"Networking, Security, Linux, Scikit-learn, Docker",Network Administrator
B.Tech IT,Cybersecurity,5.72,No,7,"AWS, Azure, GCP, Docker, Oracle, Testing",Cloud Engineer
M.Sc CS,Web Development,7.03,No,4,"Node.js, Python, Java, SQL, REST API, Cyber Security, Troubleshooting",Backend Developer
BCA,Cloud Computing,9.46,Yes,0,"Node.js, Python, Java, SQL, REST API, React, Linux",Backend Developer
MBA,Cloud Computing,7.7,Yes,5,"Docker, Kubernetes, CI/CD, AWS, Linux, Azure, React",DevOps Engineer
B.Tech IT,Data Science,9.69,No,4,"Agile, Scrum, Leadership, Planning, Docker, NoSQL",Project Manager
MCA,Networking,5.54,No,1,"HTML, CSS, JavaScript, React, UI/UX, Roadmaps, Machine Learning",Frontend Developer
BCA,AI & ML,7.84,No,4,"Linux, Windows Server, Networking, HTML, Scrum",System Administrator
M.Sc CS,Software Engineering,6.11,Yes,10,"Agile, Scrum, Leadership, Planning, Power BI, Kubernetes",Project Manager
M.Tech CS,Cloud Computing,7.02,No,1,"Figma, Adobe XD, UI, UX, Git, React",UI/UX Designer
M.Tech CS,Networking,9.53,No,9,"Figma, Adobe XD, UI, UX, React, Git",UI/UX Designer
MCA,AI & ML,7.7,No,8,"Python, Pandas, Machine Learning, SQL, Statistics, DSA, Roadmaps",Data Scientist
MCA,Networking,9.47,Yes,2,"Networking, Cyber Security, Linux, Firewalls, Roadmaps, Scikit-learn",Cyber Security Analyst
B.Tech CS,AI & ML,7.47,No,9,"HTML, CSS, JavaScript, React, UI/UX, Python, Docker",Frontend Developer
B.Sc Computer Science,Software Engineering,9.92,No,9,"SQL, Oracle, MySQL, NoSQL, AWS, Power BI",Database Administrator
BCA,Cybersecurity,5.55,Yes,5,"AWS, Azure, GCP, Docker, TensorFlow, Networking",Cloud Engineer
B.Tech CS,Web Development,8.91,No,3,"Linux, Windows Server, Networking, Kotlin, Question/Answer",System Administrator
MBA,Cloud Computing,7.18,Yes,6,"Agile, Scrum, Leadership, Planning, UI/UX, Networking",Project Manager
M.Tech CS,Data Science,8.21,No,7,"Node.js, Python, Java, SQL, REST API, HTML, TensorFlow",Backend Developer
B.Sc Computer Science,Mobile Development,7.33,Yes,4,"Docker, Kubernetes, CI/CD, AWS, Linux, REST API, Figma",DevOps Engineer
B.Sc Computer Science,Software Engineering,8.24,Yes,2,"HTML, CSS, JavaScript, React, UI/UX, Selenium, Kubernetes",Frontend Developer
M.Sc CS,Software Engineering,7.18,Yes,4,"Python, Java, C++, DSA, Git, UX, Adobe XD",Software Developer
M.Tech CS,Web Development,7.73,Yes,7,"Excel, Power BI, SQL, Communication, Pandas, Automation",Business Analyst
MBA,Data Science,7.36,No,3,"Selenium, Testing, Automation, Git, Excel, NoSQL",QA/Test Engineer
B.Tech IT,Cloud Computing,8.25,No,7,"Agile, Leadership, Communication, Roadmaps, AWS, HTML",Product Manager
